serial,name,inci,typeo,hlb

2012001,LACTIC ACID,,,,,,,,,,,1.72
2012002,LANOLIN,,condition,4,,,,,,,,7.41
2012003,LAUREX C/S- SETOSTEARYL  ALC.,,condition,15,,,,,,,,29
2012004,LAVENDER OIL,,,,,,,,,,,1.84
2012005,LAVENDER PERFUME 6401/B ARGEVI,,,,,,,,,,,1.19
2012006,LECITHIN,,,,,,,,,,,
2012007,LEMON OIL,,,,,,,,,,,1.57
2012008,LEBELLES DE RICCI PERFUME,,,,,,,,,,,
2012009,LEMONGRASS OIL,,,,,,,,,,,2.33
2012010,LANOL 99,,,,,,,,,,,
2012011,LILY WHITE FLOWER HS-EXTRACT,,,,,,,,,,,1.54
2012012,LICHI OIL,,,,,,,,,,,
2012013,LUMISEPHERE,,,,,,,,,,,2.45
2012014,LANOL P,,,,,,,,,,,
2012015,LIQUORICE EXT,,,,,,,,,,,
2012016,LIPACIDE C8G,,,,,,,,,,,
2012017,Lipo APS 40/60  -Apricot seed,,,,,,,,,,,
2012018,L-Arginine,,,,,,,,,,,
2012019,Lanette SX,Cetearyl Alcohol (and) Sodium Lauryl Sulfate (and) Sodium Cetearyl Sulfate,,,,,,,,,,45
2012020,LUVIMER 100P,Acrylates Copolymer,HS,,,,,,,,,28.89
2012021,Lanette O,,,,,,,,,,,
2012022,Lanolin- Helion,,,,,,,,,,,
2012023,Lavender Oil- Statfold/ surajb,,,,,,,,,,,
2012024,Lemon Oil- Statfold/ surajb,,,,,,,,,,,
2012025,Lubrajel Oll- Bsc. Distributor,,,,,,,,,,,28.6
2012026,Labrasol LAS,,,,,,,,,,,
2012027,Lonza MSA,,,,,,,,,,,18.13
2012028,Liponic EG1,,,,,,,,,,,
2012029,Lotus Oil,,,,,,,,,,,
2012030,Laminaria Hyperborea Extract,,,,,,,,,,,
2012031,Lubrajel Oll Free Hydrogel,,,,,,,,,,,
2012041,Laminaria Hyperborea Extract,,,,,,,,,,,
2013001,MANDARIN OIL,,,,,,,,,,,0.6
2013002,MELISSA OIL,,,,,,,,,,,
2013003,MENTHOL CRYSTALS,,,,,,,,,,,-1.59
2013004,MILO GREEN PERFUME,,,,,,,,,,,1.31
2013005,MONTANOV 68,,,,,,,,,,,293
2013006,MUD (Dead Sea ) Face Use.,,,,,,,,,,,265.59
2013007,MUSCOFIX,,,,,,,,,,,
2013008,MUSK - WHITE - AM 8418/B,,,,,,,,,,,
2013009,MYRRH OIL,,,,,,,,,,,0.15
2013010,MIRACARE BC-27,,,,,,,,,,,
2013012,MISCELLANEOUS,,,,,,,,,,,
2013013,METHYL SALYCILATE,,,,,,,,,,,
2013014,MAGNOLIA PERFUME FRUTAROM,,,,,,,,,,,
2013015,MONTALINE 40 C,,,,,,,,,,,
2013016,MYRITOL318-CAPRYL TRIGLYCERIDE,,,,,,,,,,,8.24
2013017,MONTANOV L,,,,,,,,,,,
2013018,MEADOWFOAM SEED OIL,,,,,,,,,,,
2013019,MILK THISTLE HS,,,,,,,,,,,3.25
2013020,MATE TEA HS,,,,,,,,,,,
2013021,MONTANOV 82,,,,,,,,,,,
2013022,MELASLOW,Citrus Unshiu Peel Extract (and) Glycerin,,,,,,,,,,2
2013023,PHENOXYETHANOL MUD FACE USE,,,,,,,,,,,
2013024,Mandarin Oil Natural Identical,,,,,,,,,,,
2013033,MANGO BUTTER NATURAL,,,,,,,,,,,
2013034,MANGO BUTTER ORGANIC,,,,,,,,,,,
2013035,Macadamia Nut Oil ??????,,,,,,,,,,,
2013036,MALLOW EXT,,,,,,,,,,,
2013037,Myrrh extract,,,,,,,,,,,
2013038,MIRUSTYLE CP,Aqua (and) Polyquaternium-10 (and) PG-Hydroxyethylcellulose Cocodimonium Chloride,Sty,"�Clear gels,�spritzes,�mousses,�styling gums,�glues,�putties,�shaping�creams,�hairsprays�and�conditioners",Ha,Suitable for clear gel systems,????. ???? ?????? ????? ?????,,.1-15,???? ???,,1.02
2013039,MATRIXYL  synthe 6,,,,,,,,,,,
2013040,Mari Coll NPNF-Hydroly Collage,,,,,,,,,,,
2013041,Myrtle oil - ???,,,,,,,,,,,1.03
2013042,MC-30,,,,,,,,,,,
2013043,MT-70,,,,,,,,,,,
2013044,Metyl paraben,,,,,,,,,,,
2013045,(%Magnesium Laureth Sulfate)75,,,,,,,,,,,
2013046,Magnesium Ascorbyl Phosphate,,,,,,,,,,,
2013047,Menthyl Lactate,,,,,,,,,,,
2013048,%Magnesium Laureth Sulfate )28,,,,,,,,,,,
2013049,Magic Beauty- Rodia,,,,,,,,,,,14.7
2013050,Mango Butter-  Helion,,,,,,,,,,,28.2
2013051,Meadowfoam Seed Oll- Dipotron,,,,,,,,,,,19.86
2013052,Melissa Oil- Statfold/ surajba,,,,,,,,,,,
2013053,Meritol- Zifrony,,,,,,,,,,,
2013054,Mikrokill Cos- Helion,,,,,,,,,,,40
2013055,Milk Thistle- Tagra,,,,,,,,,,,
2013056,Mineral Oil- Zifrony,,,,,,,,,,,
2013057,Muscofix- Rubinsn -?? ?????,,,,,,,,,,,0.01
2013058,Myrrha Oil- Statfold/ surajbal,,,,,,,,,,,0.06
2013059,Montanov 202,,,,,,,,,,,
2013060,Mud ???? ????? .,,,,,,,,,,,
2013062,MATRIXYL  3000,,,,,,,,,,,
2013063,Magnesium Hydroxide,,,,,,,,,,,
2013064,Miniporyl - Lucas Meyer,,,,,,,,,,,
2013065,Methyl Gluceth e20,,,,,,,,,,,17.6
2013066,Magnesium Ascorbly Phosphate,,,,,,,,,,,
2013067,Mentha Oil,,,,,,,,,,,1
2013068,Mentha PIPERITA OIL,,,,,,,,,,,1
2014001,NEROLI OIL,,,,,,,,,,,-0.01
2014002,NETTLE EXTRACT 680826,,,,,,,,,,,1.42
2014003,NO.5 EXTRAPHONE  SPESHIAL,,,,,,,,,,,
2014004,NEROLI STRONG 265/61,,,,,,,,,,,
2014005,NEROLI FRUTAROM 168/60,,,,,,,,,,,
2014006,NIPASOL,,,,,,,,,,,
2014007,NIPAGIN,,,,,,,,,,,
2014008,NIACINAMIDE/NICOTINAMIDE,,,,,,,,,,,
2014009,NONYL PHENOL 9,,,,,,,,,,,29.97
2014010,NEEM OIL ??????? ?????,,,,,,,,,,,12.2
2014011,??? ??? ????,,,,,,,,,,,
2014012,Natural Hot Mag,,,,,,,,,,,59
2014013,Nipaguard CMB,,,,,,,,,,,
2014014,Neodermyl-Tagra,Glycerin (and) Water (and) Methylglucoside Phosphate (and) Copper Lysinate/Prolinate,,,,,,,,,,0.7
2014015,Nipaguard SCE,,,,,,,,,,,
2014016,NETTLE OIL,,,,,,,,,,,
2014017,Natisol,,,,,,,,,,,
2014018,NUTMEG OIL ???? ?????,,,,,,,,,,,
2015001,OCTOCRYLENE,,,,,,,,,,,3.6
2015002,OLEYL ALCOHOL,,,,,,,,,,,9
2015003,OLIBANUM OIL(FRANKINCES),,,,,,,,,,,
2015004,OLIVATE PEG-4/OLIVEM 700,,,,,,,,,,,-1.1
2015005,ORANGE EXT.(VITAMIN C),,,,,,,,,,,
2015006,ORANGE OIL,,,,,,,,,,,1.46
2015007,ORCHID PERFUME,,,,,,,,,,,
2015008,OLIVE OIL,,,,,,,,,,,-0.21
2015009,ORANGE FRUTAROM,,,,,,,,,,,
2015010,OCYTYL PALMITATE,,,,,,,,,,,
2015011,OLAFLUR (1116809)/UNIFLORIDE,,,,,,,,,,,260
2015012,OPTISOL TD-50,,,,,,,,,,,
2015013,ORONAL LCG,,,,,,,,,,,
2015014,OLIVEM 1000,,,,,,,,,,,18.58
2015015,OATMEAL OIL,,,,,,,,,,,
2015016,Origanum Syriacum oil,,,,,,,,,,,0.95
2015017,Octyl Palmitate = OP,,,,,,,,,,,25
2015018,Oleic Acid,,,,,,,,,,,
2015019,ORAMIX CG 110,,,,,,,,,,,
2015020,Oat com usp- Shiphon,,,,,,,,,,,
2015021,Oat ext-Tagra,,,,,,,,,,,6.6
2015022,Oat oil- Shiphon,,,,,,,,,,,
2015023,Octocrylene- Helion,,,,,,,,,,,
2015024,Olibanum Oil- Statfold/ suraj,,,,,,,,,,,
2015025,Olive squalene- Ziv,,,,,,,,,,,
2015026,Olivem VS feel- Helion,,,,,,,,,,,1.5
2015027,Oliwax LC- Helion,,,,,,,,,,,25.73
2015028,OMC- Helion,,,,,,,,,,,3.4
2015029,Orange Oil- Statfold/ surajba,,,,,,,,,,,4.5
2015030,orange secrets- Bsc. Distribu,,,,,,,,,,,-0.7
2015031,Ozocarit wax,,,,,,,,,,,
2015032,Ozocrit Wax 1508,,,,,,,,,,,
2015033,Optim Hyal -  sederma,,,,,,,,,,,
2015034,Olive Oil - ORGANIC,,,,,,,,,,,
2016001,PANTHENOL/DEPANTENOL,,,,,,,,,,,20.21
2016002,PARAFFIN OIL HEAVY,,,,,,,,,,,372.52
2016003,PARSOL MCX,Ethylhexyl Methoxycinnamate,SPF ,,,???? ????? ??? ???????? ?????? ?????,uv-B filter,??????. ?? ???? ????,,,,
2016004,PATCHOULI OIL,,,,,,,,,,,0.67
2016005,PEACH KERNAL OIL,,,,,,,,,,,3.12
2016006,PEACH PERFUME ARGEVILLE 5922,,,,,,,,,,,0.5
2016007,PEARL,,,,,,,,,,,12
2016008,PEPPERMINT OIL,,,,,,,,,,,3.72
2016009,PERFUME 4483420 FRUTAROM,,,,,,,,,,,
2016010,PERFUME 1231 ARGEVILLE,,,,,,,,,,,
2016011,PERFUME 4456700 FRUTAROM,,,,,,,,,,,
2016012,?????? ??-PHENONIP,,,,,,,,,,,
2016013,PINE OIL,,,,,,,,,,,0.4
2016014,PLUM PERFUME(LIPSTIK),,,,,,,,,,,
2016015,POLAWAX (SABOWAX FL-20),,,,,,,,,,,61.03
2016016,PROPOLIS EXTRACT,,,,,,,,,,,0.25
2016017,PROPYLENE GLYCOL,,,,,,,,,,,14.98
2016018,PROTEIN (HYDROTRICUM WQ),,,,,,,,,,,0.3
2016019,PVP HYDROTRICUM,,,,,,,,,,,
2016020,PYRION DISULFIDE,,,,,,,,,,,
2016021,PINE CEDAR WOOD,,,,,,,,,,,
2016022,PH PAPER,,,,,,,,,,,
2016023,PEG-7 GLIZERIL COCOATE,,,,,,,,,,,72.26
2016024,POLYQUARERNIUM - 7,,,,,,,,,,,101.66
2016025,PERFUME CPC 9259,,,,,,,,,,,
2016026,PARAFFIN WAX,,,,,,,,,,,
2016027,PERFUME BANANA - M1194,,,,,,,,,,,
2016028,PERFUME GREEN APPLE - G1999,,,,,,,,,,,
2016029,PERFUME LYCHEE J0231,,,,,,,,,,,
2016030,PERFUME MANGO - G1997,,,,,,,,,,,
2016031,PERFUME BRAMB.JAM -G2000,,,,,,,,,,,
2016032,PERFUME GLOBE GRAPE M1193,,,,,,,,,,,
2016033,PERFUME MELON M1467,,,,,,,,,,,
2016034,PERFUME DEEP RED - M1102,,,,,,,,,,,
2016035,PERF.STRAWBERRY12135 O.SOLUBLE,,,,,,,,,,,
2016036,PERFUME STRAWBERRY FROOTS 9307,,,,,,,,,,,
2016037,PERFUME FLOWER 321_10544,,,,,,,,,,,5.09
2016038,PERFUME RING 10281,,,,,,,,,,,
2016039,PERFUME ALMOND FRUTAROM,,,,,,,,,,,
2016040,PERFUME BOUT DE CR 18094,,,,,,,,,,,
2016041,PARAFIN OIL LIGHT,,,,,,,,,,,
2016042,PACO PERFUME,,,,,,,,,,,0.26
2016043,PERFUME SPA 56981,,,,,,,,,,,2.3
2016044,PERFUME POTIRON ET VIOLETTE,,,,,,,,,,,
2016045,PROTEOL APL,,,,,,,,,,,
2016046,PERFUME YASATIS FRUTAROM,,,,,,,,,,,
2016047,PIROCTONE OLAMINE/OCTOPIROX,,,,,,,,,,,
2016048,????? PERFUME XXXX,,,,,,,,,,,
2016049,PEG40 HYDROGENATED CASTOR OIL,,,,,,,,,,,
2016050,PISHTAN )Flex (OIL,,,,,,,,,,,2.54
2016051,PERFUME VANILLA AA 16969,,,,,,,,,,,1.5
2016052,PERFUME EXPRESSO COFFEE S4132,,,,,,,,,,,
2016053,PHENOXYETHONOL,,,,,,,,,,,84.04
2016054,POLYQUATRENIUM 10,,,,,,,,,,,20.14
2016055,PEG 6000 DS,,,,,,,,,,,26.67
2016056,PERFUME MELON 2228,,,,,,,,,,,11.49
2016057,PERFUME REDDIFIXI 1281,,,,,,,,,,,0.3
2016058,palm kernel oil,,,,,,,,,,,0.52
2016059,pomegranate oil,,,,,,,,,,,0.8
2016060,PERFUME  0907788 ???? ??? ????,,,,,,,,,,,
2016061,PERFUME  Darling 3435,,,,,,,,,,,5.35
2016062,PhytoCellTec  Malus Domestica,,,,,,,,,,,
2016063,PERFUME  bebe care 8530,,,,,,,,,,,1.1
2016064,???? ???? ????,,,,,,,,,,,6.21
2016065,Parfume Green Shmpoo,,,,,,,,,,,-1
2016066,Phenethyl Propionate W286702,,,,,,,,,,,
2016067,11- POLYQUARERNIUM,,,,,,,,,,,
2016068,Parfume JASMIN 9548,,,,,,,,,,,0.9
2016069,PERFUME SOL,,,,,,,,,,,1.19
2016070,PERFUME LOKSANA,,,,,,,,,,,5.84
2016071,PERFUME COLONNE AM 11156,,,,,,,,,,,1.8
2016072,PERFUME NOW 13796,,,,,,,,,,,3.58
2016073,PERFUME  PATCHULI AF 10095 IK,,,,,,,,,,,4.21
2016074,Plantservative WMr - Jojoba oi,,,,,,,,,,,4.24
2016075,PLANTSERVATIVE WS - Water phas,Lonicera Japonica�Flower Extract (and)�Lonicera Caprifolium�Flower Extract,,,,,,,,,,19.9
2016076,PERFUME ???? - D ( ??? ),,,,,,,,,,,14.98
2016077,????? ?. ???? ????? ????,,,,,,,,,,,
2016078,???? ??? ????? ????,,,,,,,,,,,0.3
2016079,??????  ???? ????? ????,,,,,,,,,,,
2016080,??????? ?????  ????? ????,,,,,,,,,,,0.8
2016081,???? 212 ??? ????? ????,,,,,,,,,,,
2016082,????? ?. ???. ????? ????,,,,,,,,,,,
2016083,???? 212 ???? ????? ????,,,,,,,,,,,
2016084,???? ????? D 304 140,,,,,,,,,,,0.6
2016085,PVP 30,,,,,,,,,,,
2016085,PVP 30,,,,,,,,,,,2
2016087,???? ????????? ????,,,,,,,,,,,
2016088,???? ?. ????,,,,,,,,,,,
2016089,???? ???????? IFF,,,,,,,,,,,6.99
2016090,PVA,,,,,,,,,,,30
2016091,???? ??? ????? ??????,,,,,,,,,,,
2016092,(Pearl Powder - )Rai,,,,,,,,,,,
2016093,Propyl Paraben,,,,,,,,,,,
2016094,PERFUME ??? ??? ??????,,,,,,,,,,,
2016095,???? ?????,,,,,,,,,,,
2016096,???? ??? ??? BASE293 F15252,,,,,,,,,,,0.1
2016097,????? ???? ???? ??,,,,,,,,,,,2.2
2016098,????? ???? ??????,,,,,,,,,,,5
2016099,???? ????????  Hypontic,,,,,,,,,,,
2016100,PVP/VA Copolymer 64,,,,,,,,,,,
2016101,???? ???? ??????? ?.,,,,,,,,,,,5.55
2016102,Perfume Alien 1166-1322654,,,,,,,,,,,6.47
2016103,???? ???? ??? ?? ?????,,,,,,,,,,,
2016104,Perfume Flora ECH FL 1318930,,,,,,,,,,,18.4
2016105,PERFUME Lavender 1313284,,,,,,,,,,,3.54
2016106,???? ????? ?????? ????? - ???,,,,,,,,,,,2.75
2016107,Pefume Million 1799-1322653,,,,,,,,,,,9.81
2016108,#NAME?,,,,,,,,,,,0.36
2016109,???? ?????? ???? - ???,,,,,,,,,,,8.9
2016110,Perfume ALIEN 1166 1400808,,,,,,,,,,,
2016111,Perfume 1854 1327510 Black Afg,,,,,,,,,,,4.27
2016112,Potassium  - -   ????,,,,,,,,,,,25
2016113,PERFUME KERATIN ART 1402382,,,,,,,,,,,2.02
2016114,PERFUME SPARKLING 1402385,,,,,,,,,,,-0.3
2016115,Perfume WEDDING 97853,,,,,,,,,,,4.25
2016116,Perfume Japanese Cherr 8501431,,,,,,,,,,,15.5
2016117,Perfume Bibi Plumeria 8557747,,,,,,,,,,,32
2016118,Hydrogen peroxide,,,,,,,,,,,
2016119,Parseley Oil   ????????,,,,,,,,,,,
2016120,PERFUME KITCHEN MAGIC,,,,,,,,,,,
2016121,perfume ????? 2006447 217-370,,,,,,,,,,,2.45
2016122,PERFUME ???? ???? 2007291,,,,,,,,,,,0.9
2016123,Perfume hair mask uri ????????,,,,,,,,,,,
2016124,Aloe Green Tea 1402606 Perfum,,,,,,,,,,,4.12
2016125,Urban Glow 1402384 Perfum,,,,,,,,,,,4.8
2016126,perfume Baby Talc 1600861,,,,,,,,,,,
2016127,PURPLE color- BIFLEX- ???,,,,,,,,,,,0.25
2016128,PLANTAPON,,,,,,,,,,,
2016129,Peach Kernel Oil- Shiphon,,,,,,,,,,,
2016130,Peppermint Oil- Statfold/ sura,,,,,,,,,,,
2016131,Perfume 13083- FGR099667,,,,,,,,,,,35.22
2016132,Perfume Ambery Oriental-215576,,,,,,,,,,,
2016133,Perfume Apple Flowers- Shiphon,,,,,,,,,,,1.45
2016134,Perfume APPLE JUICE- Yama scen,,,,,,,,,,,
2016135,Perfume BANANA- Yama scence,,,,,,,,,,,36.5
2016136,Perfume DI RICHIE EDTi-200807,,,,,,,,,,,
2016137,Perfume Viking AM 6320J,,,,,,,,,,,-0.01
2016138,Perfume hydra boost- Rodia,,,,,,,,,,,12.7
2016139,Perfume Pro Age- Shiphon,,,,,,,,,,,
2016140,Perfume Rose- Ruinshtein,,,,,,,,,,,
2016141,Planntapon PSC- Zifrony,,,,,,,,,,,110
2016142,Plantsoft L- Helion,Coco-Glucoside (and) Disodium Lauryl Sulfosuccinate (and) Glycerin,,,,,,,,,,43
2016143,PNC 400- Helion,Sodium Carbomer,,,,,,,,,,1.9
2016144,Prolevis- Hershberg,Aqua (and) Hydrolyzed Vegetable Protein,FF Ac AA MU,,???/????,,????? ????? ????,,,,,17
2016145,Prolipid 141- Bsc. Distributor,Glyceryl Stearate (and) Behenyl Alcohol (and) Palmitic Acid (and) Stearic Acid (and) Lecithin (and) Lauryl Alcohol (and) Myristyl Alcohol (and) Cetyl Alcohol,RH EB-SS Con,,,"�delivery system for actives and particulates (e.g. sunscreens, pigments","�moisturizes and promotes healthy skin by strengthening the skin's natural barrier function. This product masks undesirable sensory properties, such as oiliness.",,,,,14.77
2016146,Propylene Glycol- Dipochem,,,,,,,,,,,
2016147,Purton CFD  - C.O.D,,,,,,,,,,,
2016148,Perfume Nona Mix 3,,,,,,,,,,,13.5
2016149,Perfume lliom,,,,,,,,,,,3.34
2016150,Patchuli -NONA,,,,,,,,,,,
2016151,Perfume Lily - NONA,,,,,,,,,,,1.21
2016152,Perfume Soarente - NONA,,,,,,,,,,,1.72
2016153,Perfume Cool Sea - 25183B,,,,,,,,,,,2.3
2016154,Perfume Cucumber Hydro TK,,,,,,,,,,,
2016155,Pro Revive - NONA,,,,,,,,,,,8.3
2016156,Prolixir S20,,,,,,,,,,,
2016157,Perfume Ocean Veil,,,,,,,,,,,10
2016158,Pore Away,Pistacia Lentiscus Gum/Pistacia Lentiscus (Mastic) Gum (and) Lecithin (and) Glycerin (and) Alcohol (and) Aqua/Water, Ac SD,,????,,Pore size reduction Anti-comedogenic and purifying effect Visible reduction of shininess Perception of an improved skin quality (self-evaluation),,,,,2.8
2016159,Poceau,,,,,,,,,,,
2016160,Ployox 301,,,,,,,,,,,2
2016161,???? ???.? ?? ?????,,,,,,,,,,,5
2016162,Perfume DI RICHIE EDTi-222718,,,,,,,,,,,6.36
2016163,Perfume Ambery Oriental-214747,,,,,,,,,,,0.01
2016164,Perfume Cool Sea - 0303454,,,,,,,,,,,7
2016165,Perfume Viking  0303457,,,,,,,,,,,2.88
2016166,ORIENTAL FRUIT 102168,,,,,,,,,,,5
2016167,???? ????? ???? 00262,,,,,,,,,,,6
2016168,???? ????? ?. ?????,,,,,,,,,,,7.36
2016169,???? ???? ???? - ?????,,,,,,,,,,,5.25
2016170,???? ????? ? - ?????,,,,,,,,,,,4.75
2016171,???? ???? ? 00218,,,,,,,,,,,8.05
2016172,????????? - ????? ????,,,,,,,,,,,5
2016192,Papaya Ext - Caruca Papaya Fri,,,,,,,,,,,
2016193,Pomegranate EXT,,,,,,,,,,,
2016194,PrimaHyal 50 - Hydolyzed Hyalr,,,,,,,,,,,
2016195,???? ??? ?????? - ?????,,,,,,,,,,,3.6
2016196,Naomi 9106521 - charabot,,,,,,,,,,,20.1
2016197,???? ???? ?.?,,,,,,,,,,,0.8
2016198,???? ???? ????,,,,,,,,,,,5.45
2016199,???? ????? ????? ?????,,,,,,,,,,,1.7
2016200,Franch Vanila Perfume Veripack,,,,,,,,,,,1.2
2016201,Polyox 301,,,,,,,,,,,
2016202,PrimalHyal 3k - Tagra,,,,,,,,,,,0
2016203,Protanal FM 6130 alginate,,,,,,,,,,,
2016204,Phenyl Trimeticone - SF1550,,,,,,,,,,,
2016205,Plansoft L,,,,,,,,,,,
2016206,Perfume 2897-1925696 - URI,,,,,,,,,,,
2016207,Phenil Erhyl Alcohol,,,,,,,,,,,
2016208,Progeline - Peptide,,,,,,,,,,,
2016209,Peanut Oil,,,,,,,,,,,1
2016210,PAPAYA SEED OIL,,,,,,,,,,,
2018001,RED COLOR OIL SOLUBLE,,,,,,,,,,,0.31
2018002,RED COLOR 4,,,,,,,,,,,0.89
2018003,ROSE ARGEVILLE TK 8965 PERFUME,,,,,,,,,,,3.41
2018004,ROSE PERFUME FRUTAROME 4406890,,,,,,,,,,,
2018005,ROSEHIPS OIL,,,,,,,,,,,3.16
2018006,ROSEMARY OIL,,,,,,,,,,,4.04
2018007,RED COLOUR 40,,,,,,,,,,,1.26
2018008,RED COLOUR 33,,,,,,,,,,,1.73
2018009,RED CLOVER Extract,,,,,,,,,,,
2018010,Rosemary Extract,,,,,,,,,,,5.39
2018011,RoseHip Extract,,,,,,,,,,,
2018012,ROSEWOOD ESSENTIAL  OIL,,,,,,,,,,,-0.5
2018013,??????? - ???,,,,,,,,,,,1
2018015,Rosemary Oil- Statfold/ surajb,,,,,,,,,,,-0.04
2018016,Resisthyal,Water (aqua) Sodium Hyaluronate Hydrolyzed Hyaluronic Acid Phenoxyethanol Lactic Acid,Ac Hsty,,,,,,,,,5.56
2018017,Rose Water,,,,,,,,,,,
2019001,SALCARE SC 80,,,,,,,,,,,
2019002,SALCARE SC 96,,,,,,,,,,,
2019003,SODIUM CHLORIDE - ??? ?????,,,,,,,,,,,81.51
2019004,SEAWEED EXTRACT,,,,,,,,,,,
2019005,SEPPIGEL 305,�Polyacrylamide & C13-14 Isoparaffin & Laureth-7,,,,,,,,,,18.04
2019006,SILICONE SF1214-HEAVY 1401,Properties,,,,,,,,,,
2019007,SILICON 344 -SF1204,,,,,,,,,,,
2019008,SILICONE 949,TRIDECETH-12 AMODIMETHICONE CETRIMONIUM CHLORIDE,,,,,,,,,,139.11
2019009,SILICONE OIL 350,,,,,,,,,,,89.14
2019010,SODIUM BENZOATE S,,,,,,,,,,,32.46
2019011,STRAWBERRY FLAVOR OIL SOLUBLE,,,,,,,,,,,0.2
2019012,STEARIC ACID-STEARIN,,condition,,,,,,,,,217.7
2019013,SODA CAUSTIC -SODIUM HYDROXIDE,,,,,,,,,,,
2019014,SANDALWOOD OIL,,,,,,,,,,,-0.07
2019015,SALICYLIC ACID,,,,,,,,,,,2.17
2019016,SINPERONIC PE/127,,,,,,,,,,,
2019017,SARA PERFUME,,,,,,,,,,,
2019018,SODIUM BICARBONAT,,,,,,,,,,,15
2019019,SEPPIGEL 502,,,,,,,,,,,
2019020,SHROMIX 824,,,,,,,,,,,18.85
2019021,SELECT AM,,,,,,,,,,,
2019022,SEPIFEEL ONE,,,,,,,,,,,
2019023,SIMUGEL EG,,,,,,,,,,,
2019024,SOLUBLEISANT LRI,,,,,,,,,,,10
2019025,SABO WAX N,,,,,,,,,,,
2019026,SHEA BUTTER NATURAL,,,,,,,,,,,45.38
2019027,SODIUM CMC- CELLULOSE GUM,,,,,,,,,,,10.05
2019028,SABODERM AB,,,,,,,,,,,24.4
2019029,SORBITOL,,,,,,,,,,,790.5
2019030,SPAN - 60,,,,,,,,,,,
2019031,SORBOSIL BFG 54,,,,,,,,,,,
2019032,SORBOSIL AC 77,,,,,,,,,,,
2019033,SORBOSIL TC 15,,,,,,,,,,,
2019034,SODIUM SACHRIN,,,,,,,,,,,0.58
2019035,SPEARMINT Oil,,,,,,,,,,,0.93
2019036,SIMUGEL NS,,,,,,,,,,,
2019037,SOLAN E,,,,,,,,,,,
2019038,SALT A GRANULATED ATLIT,,,,,,,,,,,
2019039,SALT D,,,,,,,,,,,
2019040,SUNFLOWER EXTRACT,,,,,,,,,,,7.3
2019041,?SEA SAND,,,,,,,,,,,10.6
2019042,STRAWBERRY FRUTAROM,,,,,,,,,,,
2019043,SPA PERFUME,,,,,,,,,,,
2019044,SUNFLOEWR OIL,,,,,,,,,,,
2019045,SEPPIPLUS 400,,,,,,,,,,,
2019046,SESAFLASH,,,,,,,,,,,3.6
2019047,SYMPATENS O/4200,,,,,,,,,,,
2019048,SEPINOV EMT10,,,,,,,,,,,57.88
2019049,SODIUM METHYL PARABEN-NIPAGIN,,,,,,,,,,,
2019050,STYRENE- LYTRON 180 AV,,,,,,,,,,,
2019051,SABOWAX EGMS/GLYCOLE  STEARATE,,,,,,,,,,,
2019052,SABOWAX CS 20,,,,,,,,,,,
2019053,SYMPATENS TRH400,,,,,,,,,,,
2019054,SIMUGEL INS100,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer (and) Isohexadecane (and) Polysorbate 60,,,,,,,,,,56.49
2019055,SUPGUARD K15 CG-SHAROMIX,,,,,,,,,,,
2019056,Sea Buckthorn oil ?????????,,,,,,,,,,,-0.1
2019057,SABOWAX K / FL 65,,,,,,,,,,,14.73
2019058,Sea Holly Extract,,,,,,,,,,,
2019059,SENSIVA C 50,,,,,,,,,,,0.14
2019060,salvia fruticosa EXT,,,,,,,,,,,
2019061,SORBOSIL BFG 50,,,,,,,,,,,9.14
2019062,SIMULSOL 165,,,,,,,,,,,
2019062,SIMULSOL 165,,,,,,,,,,,0.01
2019063,SABOVAX CS25,,,,,,,,,,,4.02
2019064,Sabo Wax FL-10,,,,,,,,,,,
2019065,SABODERM EUTANOL G20,Octyldodecanol,,,,,,,,,,17.5
2019066,SILICONE 245 -DOW,,,,,,,,,,,156.9
2019067,SABOVAX CS11 / EMULGIN B1,,,,,,,,,,,
2019068,STEARIC ACID  - COGNIS,,,,,,,,,,,
2019069,SILICONE 1202 GE -//245,,,,,,,,,,,
2019070,??????? 839 ???? ?'? ???,,,,,,,,,,,
2019071,Sodium perborate tetrahydrate,,,,,,,,,,,
2019072,??????? ???? SF 1188,,,,,,,,,,,
2019073,Sodium Citrate,,,,,,,,,,,
2019074,??????? SILSOFT 1215,Cyclopentasiloxane (and) Dimethiconol,,,,,,,,,,8.28
2019075,Silicon SM 2658,,,,,,,,,,,
2019076,Sodium hydroxide,,,,,,,,,,,
2019077,Suger,,,,,,,,,,,
2019078,Sabowax CS 11 -emolgin B1,,,,,,,,,,,50
2019079,Sabowax CP,,,,,,,,,,,
2019080,Squalane - Olive,,,,,,,,,,,4
2019081,SEPILIFT  DPHP,Dipalmitoyl hydroxyproline�,Ac AA,,,,Wrinkle-correcting agent,,,,,5.59
2019082,Sodium Silicate - ?? ??????,,,,,,,,,,,43.45
2019083,Sesame Oil   ??? ??????,,,,,,,,,,,1.16
2019084,SODIUM HYALRONATE,,,,,,,,,,,
2019085,Sorbitan Tristearate,,,,,,,,,,,
2019086,(%Sodium Hydroxide )18,,,,,,,,,,,
2019087,SDA 40 Alcohol- Shazir,,,,,,,,,,,
2019088,Skin Tightener ST-2- Hershberg,,,,,,,,,,,0.4
2019089,Sodium Hydroxide- Ziv,,,,,,,,,,,25.37
